Country,2004,2006,2008,2012,2014,2016,2018,2020,2022
Belgium,0.512215405667008,0.45143074431126184,0.4180385316549397,0.47804225918118176,0.48467217132165386,0.4456860449768135,0.4285726066621053,0.46365092810203395,0.41380254807717554
Bulgaria,0.3400312479543642,0.38390858171663167,0.38668797906677865,0.37592995655653494,0.37696293884905174,0.4093406328134469,0.4655193744119426,0.351965018970891,0.38952753296421555
Czechia,0.2786985082508717,0.34058695894792984,0.307072069572333,0.3077110964837758,0.31016457772468925,0.3391762602494655,0.5471075314878198,0.5711995364851062,0.4099185229749198
Denmark,0.3735352857915682,0.38132669449921225,0.45914005848652734,0.5972562393871821,0.6362892255255023,0.6098040895695669,0.6085203911305458,0.6213429947260433,0.5549266015370943
Germany,0.46052440886602186,0.4200250018210656,0.4348812533221958,0.4540366423123224,0.4567140359478668,0.4552428915590164,0.4506321121379921,0.4626129918736356,0.43644290256832996
Estonia,0.2942279963403477,0.3047553120604131,0.32872074952930275,0.3293196510458287,0.3664972158024774,0.326671955645529,0.41560782726230033,0.41410153381249926,0.4364384635484714
Ireland,0.4225385848223228,0.4702085664124619,0.3762733118502209,0.360986358011604,0.328677154855308,0.32023961309154797,0.3276992371697538,0.3873720225032917,0.35699032085392385
Greece,0.38508408628630353,0.37553399833307827,0.35751817409320746,,,0.4440887342693839,0.428945742850054,0.42165401805185676,0.3819853033265894
Spain,0.5737121596309025,0.5471102673528233,0.5349658112267509,0.4533353564773577,0.4335805014755759,0.46725459836561345,0.48663796624166283,0.4757029505653762,0.49911359658084664
France,0.41239004389005685,0.42436114015208215,0.45792540847713786,0.455063264795801,0.4288351808588039,0.4360240930787179,0.4443778453042499,0.4971353187928129,0.5108262714099742
Croatia,,0.04247247585905766,,0.2784278425737795,0.27553660442637007,0.2769709872516258,0.32222848034085794,0.30813896287565995,0.31728618014372245
Italy,0.5417705436387638,0.5601152200217504,0.5536228360502362,0.5049908318499816,0.4913625059339143,0.5005775906912127,0.5031598857141313,0.4853180893139353,0.4922278762272143
Cyprus,0.5081706421282265,0.47918517552784695,0.5575674356236305,0.4287485890551281,0.37745804195804195,0.4655218143174914,0.4474101981403228,0.4261034566246812,0.42189995633935923
Latvia,0.23873719536836926,0.38327526601594164,0.2765189500914769,0.5933026638621722,0.3542989445746822,0.4419481989703178,0.29859040033002837,0.3377881452553501,0.3736592746288565
Lithuania,0.1770407678418702,0.3948319596575512,0.4241480045010202,0.3917994860237958,0.394103930238254,0.38654836193043657,0.5010657419857052,0.497163499914768,0.5040890977114025
Luxembourg,0.485787761561456,0.4084112508154155,0.5710470670671084,0.4744376044340034,0.44180068403434725,0.31681443264977466,0.31655551033629287,0.323027337136724,0.40676823722453004
Hungary,0.4390791027388066,0.29556761365784684,0.34504058125703496,0.2698946075408342,0.29961806932781276,0.29519363265686754,0.2823505673199223,0.4893765088690954,0.5100021299835189
Malta,0.33107758329644604,0.32150202840007014,0.35754183094999903,0.3582910625416122,0.36115341137342466,0.36942186440112534,0.39270528623506595,0.3836788998844335,0.3786002376127988
Netherlands,0.5815715579843858,0.5764894047523572,0.5751015260281082,,,0.5035456490089003,0.5025055462158267,0.5333708265678438,0.47013979909351955
Austria,0.4225987289275761,0.44968560621387793,0.45971136938192864,0.47812263881549755,0.4901419711309147,0.4905801076746305,0.4995740890635026,0.5201963495600077,0.4963475042513422
Poland,0.1772183621690443,0.1804645824998811,0.18048480412542453,0.24496237789445677,0.2167511234720864,0.2511241740207978,0.2519368527328358,0.34853358718491406,0.3771987571293834
Portugal,0.43756212373663833,0.4415057361176592,0.517969431286155,0.4488002634694687,0.45101718751615744,0.4723187051926431,0.5043792576653698,0.5087519077586926,0.5108088701048074
Romania,0.1690523672024468,0.2996031992448987,0.3151543992719329,0.22518854004548966,0.1916575622649088,0.20740413302541397,0.2138998164228895,0.2202351222561853,0.2362110347641625
Slovenia,0.33108048203971785,0.5435249216565387,0.35525842561368653,0.3120653117301128,0.2728538609518773,0.3110288403963205,0.3112623858182381,0.300622035526211,0.30746495316014766
Slovakia,0.2746007678883072,0.30212688500571755,0.3296884114474828,0.3065270722210853,0.31997771766314637,0.3482188073830703,0.41411708725877805,0.43268888814378786,0.4779382973743595
Finland,0.2230951704033847,0.22665814239341806,0.31589568046993444,0.32094784427431566,0.2940523951299422,0.3265096473534928,0.36961961716846875,0.4480221135824134,0.3019881436296657
Sweden,0.4544988842058587,0.47975110281537336,0.47838799110566815,0.4421774876869888,0.43262134126515417,0.44775803351065174,0.44516040229077525,0.44984206865706994,0.41081583180624104
Iceland,0.4869291392779709,,,0.7288461237581162,0.9193726183786705,1.2959020115538795,1.4921136461472235,1.1416264342247635,
Liechtenstein,,,,8.670980123372173,0.7268711788628834,0.7221040880335974,0.7714225743821168,0.8431104343562082,0.810471150910756
Norway,0.42249200811717075,0.4740858136221588,0.46958870600195773,0.4889369357805157,0.47504781743040775,0.469091513439311,0.4566234844311874,0.48156357241065806,0.4122040009068673
Switzerland,,,,,,,,,
United Kingdom,0.5185738531675187,0.5355680412394773,0.5122380111092367,0.416036434188421,0.416419643312651,0.41757387887164577,0.3985136700636163,,
Bosnia and Herzegovina,,,,,,,0.2629895480238094,,0.26819659714396554
Montenegro,,,,0.3357122590713001,0.37050075540488575,0.39678215673606354,0.40869658830353545,0.37095033873475775,0.4142561799499096
North Macedonia,,,,,,,,,0.27605145897315025
Albania,,,,,,,,,
Serbia,,,,,0.22908999729807594,0.22465028689842761,0.2660921089992293,0.2978684670416887,0.32736569465971177
TÃ¼rkiye,0.4349740399410001,0.43685135836650946,0.40310999070413933,0.4119871149224625,0.3278283975669389,0.35683988122434684,0.34771725588962576,0.3426087791212355,0.3166032542195512
Kosovo*,,,,0.2753029318193437,0.26916217509204227,0.17088525426675488,0.18829628591731137,0.2128880571680279,
